;maior_pacote;total_ips_destino;total_ips_origem;10_kurt_maior_pacote;10_skw_total_ips_destino;10_coefficient_variation_total_ips_origem;has_bot
835;90;37915;18;0.7356244758917503;0.3452815982040745;0.2410903893755289;1
836;90;37918;18;0.7356244758917503;0.3443477434789131;0.2411327126838489;1
837;145;38079;17;0.5952771048312917;0.3234125034171472;0.2412047412779445;1
838;90;37921;16;0.5952771048312917;0.3444528369821534;0.2409315743461306;1
839;90;37921;9;0.5979130583918887;0.3436178167397013;0.2396982120501468;1
840;90;38071;16;0.6133637754444928;0.3233160579069011;0.2394866196134362;1
841;90;37921;18;0.6294323341329899;0.3445854280460202;0.2386518667694207;1
842;145;37757;17;0.4946626557296318;0.3433779324110638;0.2384278473409093;1
843;90;38238;13;0.4970316739002772;0.3468641390705249;0.2384278473409093;1
844;90;37758;18;0.6486050311264752;0.3685860633385391;0.2385310421678852;1
845;90;37918;15;0.6658640649351384;0.3681184496608832;0.2382583025987004;1
846;90;38083;21;0.6683055836294816;0.3454414688222973;0.2377794892381622;1
847;90;37921;14;0.6683055836294816;0.3670244937498157;0.2379206916035962;1
848;145;37758;11;0.5149795460709188;0.3662260919362256;0.2394447630615703;1
849;90;38081;13;0.5149795460709188;0.3443494650557671;0.2394447630615703;1
850;90;37920;12;0.5173213383841403;0.3434569500637043;0.2402981599123985;1
851;90;37919;20;0.519675966882455;0.3437314642581101;0.2407800942514085;1
852;90;38082;17;0.5357313731533451;0.3220706611781453;0.2408699174367431;1
853;145;37925;22;0.3928233004541571;0.3288630662462877;0.243261955875515;1
854;110;37919;21;0.3806275119975118;0.3431491275216204;0.2449097267498923;1
855;90;37919;14;0.3829114588051505;0.3427532703496713;0.2429156624505818;1
856;110;37922;18;0.3714562089454219;0.3635709325148071;0.2431220194993095;1
857;90;37965;15;0.3714562089454219;0.3565241501207821;0.2421822739392803;1
858;87;38033;13;0.3691096870804083;0.339664340075041;0.2426742726885013;1
859;90;37918;14;0.3691096870804083;0.3615854380274361;0.2428447157290668;1
860;110;37917;14;0.496807074015602;0.3622713816753186;0.2425347051867997;1
861;145;37918;12;0.3691096870804083;0.3624230165138407;0.2425347051867997;1
862;145;37923;13;0.2357902166808176;0.3593335563804813;0.2420967710727953;1
863;110;38081;15;0.2239120034434302;0.3382933540059316;0.2420967710727953;1
864;110;37764;13;0.2125678293663839;0.3410194373035068;0.2403944983541751;1
865;90;37924;16;0.2149066536267892;0.3618176103271722;0.2401486281343074;1
866;90;37927;21;0.2149066536267892;0.3601150841486775;0.2411616050438222;1
867;90;37919;22;0.2149066536267892;0.3608270162350396;0.243093167427833;1
868;87;37760;14;0.2239120034434302;0.3819751775216309;0.2433670885358993;1
869;145;38239;17;0.1108546745099662;0.3865098267133334;0.2433670885358993;1
870;90;37916;21;0.1129984250116213;0.3866444287942938;0.2443326079648484;1
871;90;37760;21;0.1151523174956599;0.3859305494821919;0.2457416552716248;1
872;90;38235;23;0.1173163630223867;0.3856064701089241;0.247923840246238;1
873;145;37759;13;0.0019387333789125;0.4058750533488767;0.247923840246238;1
874;90;37763;15;0.0040282716164231;0.4060530165813221;0.2473818047143222;1
875;90;38076;17;0.0061271327071542;0.3844839507997683;0.2442196342496665;1
876;110;38074;20;0.113533359291346;0.3843263000598432;0.2446066469256841;1
877;145;37761;16;-0.0030446050861729;0.3851307904858193;0.2439504779733039;1
878;90;37916;21;0.113533359291346;0.4073306144061798;0.2452456604863157;1
879;90;38080;14;0.2378188469523647;0.4075907967978988;0.245154687582447;1
880;90;37917;19;0.2378188469523647;0.4084125511805935;0.2455532320029763;1
881;90;37918;19;0.2378188469523647;0.4310660883490607;0.2455532320029763;1
882;110;37753;25;0.2267671604326573;0.4297250367961557;0.2492330708198591;1
883;90;38076;27;0.3580628580735668;0.4077920412898087;0.2551925639294104;1
884;90;38084;17;0.3580628580735668;0.4076642645798716;0.2550866842816173;1
885;90;37754;14;0.3580628580735668;0.427566003492894;0.2554441383381955;1
886;90;38079;14;0.3580628580735668;0.4066156521880245;0.2557954523995409;1
887;90;37884;14;0.3704350932193236;0.4107976431819405;0.2561399019570368;1
888;87;37960;16;0.5094999122364051;0.4044638753516925;0.2557974174745362;1
889;110;38074;16;0.495648298346412;0.4050409276369365;0.2554572537441368;1
890;90;37867;16;0.495648298346412;0.41006519607231;0.2554572537441368;1
891;110;37966;14;0.4823850990620868;0.3976120752809794;0.255115110509464;1
892;90;37919;15;0.4850703030363763;0.411371426905266;0.2535109157499343;1
893;87;37807;14;0.4850703030363763;0.4165178262765753;0.2538574702144022;1
894;145;38191;17;0.3488226511834729;0.4025355098012128;0.2531632778439996;1
895;110;37923;18;0.3488226511834729;0.4021773119141907;0.2515197236481191;1
896;90;37759;13;0.3605836867646125;0.4019524387803914;0.2514407327521521;1
897;90;37923;25;0.3605836867646125;0.4016713992259105;0.2556810533709003;1
898;90;38079;19;0.5009243333950834;0.4018566711975711;0.2559125251683636;1
899;145;37759;14;0.3605836867646125;0.4011934087514885;0.2530507139712247;1
900;90;38084;16;0.5009243333950834;0.3795171666936041;0.2523529913701487;1
901;90;37918;13;0.5009243333950834;0.4017157101145591;0.2518899746149711;1
902;87;37825;11;0.498279719120931;0.4087507144546317;0.2536252959157614;1
903;90;38002;25;0.5009243333950834;0.3959721825021329;0.2564490339201989;1
904;90;38073;29;0.5035821674250076;0.3962565375267137;0.2644408439454469;1
905;145;37765;21;0.3753865952865391;0.3972879930483669;0.2649614572324972;1
906;90;37924;23;0.3753865952865391;0.3971462055169263;0.2651161160075133;1
907;90;37921;17;0.3753865952865391;0.4191360745580756;0.2632563577359105;1
908;145;37920;17;0.2425433418703506;0.4194173044918749;0.2589920687549716;1
909;90;38079;18;0.2449223242986293;0.3971343963597573;0.2571255808325586;1
910;145;37847;21;0.1225994221933406;0.4036784240660553;0.2553053001639837;1
911;90;38001;15;0.2473124840096364;0.4130805536100457;0.255336297526377;1
912;90;37759;16;0.380386713219921;0.4130979121794184;0.255336297526377;1
913;87;38080;12;0.3778805668990636;0.3911266278197994;0.2562188613844367;1
914;90;38081;13;0.3778805668990636;0.3910066873991893;0.2562188613844367;1
915;110;37754;16;0.3656618468104585;0.3905764208468221;0.2554110893844846;1
916;90;38087;14;0.3656618468104585;0.3899471583256622;0.2532510557520546;1
917;145;37925;11;0.2449223242986293;0.3891131214726162;0.2538401451971564;1
918;110;37799;16;0.236456154091957;0.4168707341997381;0.2538893805033018;1
919;145;38046;20;0.236456154091957;0.398220947637498;0.2541653121786806;1
920;90;37923;11;0.236456154091957;0.3979393712350181;0.2540543903216658;1
921;145;37919;18;0.1129607632489735;0.3986412628098122;0.2540543903216658;1
922;90;38083;16;0.236456154091957;0.3766831622000811;0.2536435192249753;1
923;90;37916;18;0.368219219587152;0.3985503432981939;0.2528790802250449;1
924;182;37927;19;0.4164119127154752;0.3976968142642682;0.2531147362095589;1
925;110;38083;13;0.4066030012274219;0.3750485390496567;0.2534244353750409;1
926;110;37917;18;0.531013597969713;0.3685574252483542;0.2526602924820422;1
927;87;37759;16;0.6706117002677466;0.368955597685126;0.2526602924820422;1
928;110;37919;17;0.6592913168533243;0.3676628811752572;0.2521942090835911;1
929;90;38234;19;0.8099024216447446;0.3703531472428836;0.2524262480579851;1
930;90;37759;14;0.9708073307148898;0.3922043823644376;0.2509675030729441;1
931;90;37920;27;0.9380511496056438;0.3923442222841113;0.2562948354481812;1
932;145;38238;17;0.9380511496056438;0.3932628518587915;0.2557927254041974;1
933;90;37759;12;0.9380511496056438;0.3944431520042792;0.2551989300299954;1
934;145;37923;15;0.9380511496056438;0.4043073925482938;0.2545408776340718;1
935;90;38085;18;0.9380511496056438;0.39543818493705;0.253191008744254;1
936;110;37925;17;0.9221514414806844;0.3946158424075486;0.251783218394542;1
937;90;37918;17;0.9221514414806844;0.3940077412922764;0.2482127778157334;1
938;90;37919;21;0.9380511496056438;0.3936473276821533;0.248428676158606;1
939;90;37918;19;0.9380511496056438;0.3943442379984858;0.2483209209678911;1
940;90;37954;16;0.9380511496056438;0.3888376338597014;0.2427478037887917;1
941;87;38040;14;0.934753448449342;0.3662305315748988;0.2425678155359829;1
942;87;37756;16;0.934753448449342;0.3655460711985879;0.2423787558539501;1
943;90;38084;19;1.11394057968803;0.343247738242702;0.2422674453699715;1
944;110;38078;20;1.0961572808607865;0.3156776582485915;0.2397749772266675;1
945;110;37763;20;1.2676609676339743;0.3182810644244518;0.2395502075005493;1
946;90;37923;16;1.2676609676339743;0.3170091057161087;0.2344859062694963;1
947;87;38080;11;1.282946973744971;0.3170091057161087;0.2353594227703832;1
948;90;37920;12;1.3027926770164222;0.3108844215918937;0.236776744453748;1
949;90;37919;15;1.5097357218282124;0.3193662080885956;0.2364794857275917;1
950;87;37923;17;1.7287513946932829;0.3402481859023035;0.2362186151015035;1
951;90;37917;18;1.7287513946932829;0.3392753637119515;0.2352754312349116;1
952;87;37919;12;1.7247034387886282;0.3403086035357849;0.2367012208918594;1
953;87;38078;14;1.7206788875417056;0.3040999221950978;0.2364323712525544;1
954;110;37916;11;1.7206788875417056;0.3045071175468068;0.2382800784361411;1
955;145;37762;16;1.4982721064776638;0.3048360274944066;0.2378759346398803;1
956;90;38081;14;1.4982721064776638;0.2614796728263752;0.2378759346398803;1
957;110;38079;16;1.4760155437914704;0.2399289216358614;0.2379410255277934;1
958;90;37753;17;1.4798877241562136;0.2388313526775432;0.2374065684763217;1
959;90;38076;17;1.7000949727577033;0.2389554690367714;0.2316182347402684;1
960;110;37957;15;1.6763607570419974;0.2307660656798507;0.22896321902842;1
961;87;37877;12;1.9070910079393533;0.2360632025111732;0.2275465308332019;1
962;87;38077;15;1.9291977874679247;0.236134326161826;0.2268180936832287;1
963;90;37922;17;1.9335234188058037;0.2349232807850231;0.2268180936832287;1
964;90;37920;19;1.960894181788852;0.2339960728895861;0.2248016763156062;1
965;145;38084;19;1.746244819166417;0.2143054154113396;0.2239561165730205;1
966;90;37918;15;1.989212016885968;0.235195012884276;0.2232049779708745;1
967;90;37919;13;1.885158940139635;0.2350432758955347;0.2239561165730205;1
968;90;37921;9;1.9186409410030945;0.2355445893091076;0.2278122011134875;1
969;90;37757;13;1.9186409410030945;0.2544376550789327;0.2278122011134875;1
970;90;38079;13;1.9186409410030945;0.2544376550789327;0.2285444420142846;1
971;110;37912;11;1.885158940139635;0.2564320308756345;0.2277769771546094;1
972;110;37758;16;1.8527338692611344;0.2532680000663717;0.2265038263399171;1
973;87;37920;13;1.8527338692611344;0.2363868129827201;0.2265038263399171;1
974;90;37920;17;1.8527338692611344;0.2339243024139048;0.225505958125976;1
975;90;38077;13;1.5312741717556697;0.214577935970884;0.225505958125976;1
976;90;37754;11;1.5312741717556697;0.2117906175509165;0.2238367815893926;1
977;87;38073;12;1.5274757230842424;0.2118484938432527;0.2238367815893926;1
978;90;38078;17;1.5274757230842424;0.1921010347873089;0.2233614644068104;1
979;145;37756;15;1.292449977192677;0.1900566465786496;0.2235819117682626;1
980;90;37924;19;1.292449977192677;0.1891100364567983;0.2237442185819175;1
981;110;38084;24;1.491843868948615;0.189125597110893;0.2264664737711746;1
982;110;37921;13;1.4573297935626173;0.189125597110893;0.2273955813209414;1
983;90;37921;19;1.4573297935626173;0.189125597110893;0.2236928200006725;1
984;145;37763;13;1.2290775673294967;0.2103083377268055;0.2246385331919208;1
985;90;38243;12;1.2290775673294967;0.2381363129396163;0.2261628573503664;1
986;90;37762;7;1.4573297935626173;0.2393307517532752;0.2320847191185293;1
987;182;37924;14;1.786638192815255;0.2146065253916901;0.2316693915435489;1
988;90;38241;16;1.786638192815255;0.2413784490406619;0.2317025345344944;1
989;90;37762;14;1.786638192815255;0.2412705155558746;0.2320029498380234;1
990;90;37965;16;1.786638192815255;0.2546344408010059;0.2312090543756477;1
991;87;38198;15;1.7822980615980746;0.2538022407226725;0.2309111979100828;1
992;87;37757;10;2.037490545805496;0.2535561676006917;0.2316679309854777;1
993;87;38085;11;2.032898715172093;0.2534784720122802;0.2328329560408518;1
994;90;37761;13;2.032898715172093;0.2539447797164616;0.232308294640658;1
995;90;37918;14;2.032898715172093;0.2540930326615307;0.232356345440871;1
996;90;38120;9;2.032898715172093;0.2551227723663892;0.2360483297261744;1
997;145;37882;15;2.032898715172093;0.2607902819641752;0.2348348704667797;1
998;110;37891;17;2.032898715172093;0.2645500059281059;0.233881235762814;1
999;90;38103;9;2.032898715172093;0.2436880949654269;0.2370095536936827;1
1000;110;37920;18;2.032898715172093;0.2439852802054058;0.2370095536936827;1
1001;87;37756;17;2.0283356684005884;0.2513904846067024;0.2367993829564907;1
1002;90;38076;19;2.032898715172093;0.2480093334105721;0.2361519381690409;1
1003;90;38081;13;2.032898715172093;0.2272720018130949;0.2365482340937884;1
1004;90;37762;16;2.0669184014095903;0.2292204200188889;0.2360988784651043;1
1005;90;38085;23;2.352885610964865;0.208657525242412;0.2367141804552676;1
1006;145;38078;17;2.352885610964865;0.1891135701055613;0.2357797343634998;1
1007;145;37766;18;2.102058650944839;0.2129524355240624;0.2355814114828401;1
1008;90;38081;18;2.138333892303381;0.1894546902053737;0.2346717087191189;1
1009;90;37923;12;2.138333892303381;0.1896023163334792;0.2360782808088313;1
1010;90;37921;13;2.138333892303381;0.1904897490407739;0.2361473730426385;1
1011;87;37923;11;2.1340195468729948;0.1899057154098478;0.2367854933918934;1
1012;87;37921;19;2.1340195468729948;0.1874751231803192;0.2365066769254022;1
1013;90;38081;10;2.427504055446452;0.1509744662880345;0.2392824103687087;1
1014;90;37922;12;2.427504055446452;0.1500838213418332;0.2397368895764221;1
1015;87;37920;11;2.4228989594987813;0.1478343107914961;0.240742210701987;1
1016;90;37919;11;2.4228989594987813;0.1281851529774916;0.2404691258472752;1
1017;90;37920;16;2.7433972061985314;0.1263408186609875;0.2396819352082257;1
1018;110;37756;14;2.698481070567469;0.1247905697672043;0.2399450098392274;1
1019;145;38082;17;2.382476858228238;0.1247484138226579;0.2399450098392274;1
1020;110;38077;15;2.382476858228238;0.1247004568696168;0.2395080428551174;1
1021;110;37758;18;2.654926077299535;0.1240393197422421;0.2395696401026079;1
1022;90;37919;14;2.654926077299535;0.1235827211555203;0.2389275527215696;1
1023;90;38058;17;2.654926077299535;0.1242618775521055;0.2385065138314053;1
1024;145;37939;15;2.343294520773446;0.1207689402069107;0.2383610588132838;1
1025;90;37920;14;2.343294520773446;0.1204617732231;0.2384538683612395;1
1026;145;37919;18;2.093292853756687;0.1208668679961636;0.2343497538323694;1
1027;145;37923;17;1.8278757735953928;0.1402308964683544;0.2275607931054044;1
1028;90;38078;16;1.8278757735953928;0.1402340923311674;0.2275522532782956;1
1029;145;37919;16;1.5836177318057627;0.1415349063730394;0.2271911567116454;1
1030;145;37925;18;1.3582788842901308;0.1609045058126966;0.2269627532198251;1
1031;145;38082;13;1.1499255406556166;0.1358294309963245;0.2273349111836185;1
1032;145;37763;17;0.9600443820578026;0.1434287852381128;0.2273390387833288;1
1033;145;38076;17;0.8004790613751581;0.1433958257150746;0.2273422448432114;1
1034;90;37924;15;0.8004790613751581;0.1361312286115386;0.227464328976793;1
1035;90;37913;15;0.8210271470299014;0.1447945319035967;0.2272169984203679;1
1036;90;38077;15;0.8210271470299014;0.1247218628133837;0.2272169984203679;1
1037;90;37919;18;0.8239070076866274;0.1173215744692643;0.2269712926029221;1
1038;145;37921;20;0.8239070076866274;0.1150096513404195;0.2277121061051799;1
1039;90;38080;11;0.8451348577283572;0.0958225093370415;0.2294609747137139;1
1040;90;37917;9;0.8451348577283572;0.096204334861829;0.2321731744303759;1
1041;145;37917;16;0.6722742249876134;0.0971507040259987;0.227607832194139;1
1042;90;38078;15;0.6722742249876134;0.0971492830166384;0.2272878544987118;1
1043;90;37917;16;0.8451348577283572;0.0984413554841182;0.2269421386941845;1
1044;90;37921;18;0.8451348577283572;0.1183411507013194;0.2271011919839101;1
1045;145;38080;15;0.6722742249876134;0.0979237122343151;0.2264956667587013;1
1046;90;37762;14;0.674951287998859;0.0896439911262579;0.2250088052529454;1
1047;90;37761;15;0.674951287998859;0.1033692551573286;0.220288750094425;1
1048;90;38244;13;0.674951287998859;0.1549210640699692;0.209898164095666;1
1049;110;37918;17;0.8268035983319809;0.154902663725986;0.2082633977940536;1
1050;87;37753;22;0.8239070076866274;0.1528087127707665;0.2073513301168909;1
1051;87;38081;19;0.8210271470299014;0.1326196567705411;0.2078989982954836;1
1052;87;37925;13;1.001638051547932;0.1318487856238491;0.2085025648495957;1
1053;90;37918;11;1.001638051547932;0.1524689911121265;0.2100213577426538;1
1054;110;37918;15;1.17423735789857;0.145150299883089;0.2082989926202412;1
1055;90;37921;17;1.17423735789857;0.1581845636122834;0.2083090068697977;1
1056;87;38079;20;1.1709628885237116;0.1388679955842891;0.2094546222593958;1
1057;87;37921;16;1.1709628885237116;0.1593294971957999;0.2083075168225891;1
1058;90;37923;15;1.1709628885237116;0.1795777879849221;0.2077285252289068;1
1059;90;37919;14;1.1961810907439845;0.183711549617225;0.2080230393875836;1
1060;90;38080;15;1.1961810907439845;0.1837306326942579;0.207805050656237;1
1061;90;37759;9;1.4095258650864435;0.1819512215394492;0.2095170932392581;1
1062;90;37920;12;1.438291018736884;0.1764599082537069;0.2106589018332673;1
1063;90;38081;17;1.6721637135703504;0.1746531933578081;0.2095936105827701;1
1064;90;37758;11;1.6721637135703504;0.1728165356824702;0.2095936105827701;1
1065;87;37915;15;1.9221389366930963;0.1734196831384394;0.2093664600795525;1
1066;145;38078;19;1.668618079838875;0.1734699573428941;0.2100200657440506;1
1067;90;37919;20;1.668618079838875;0.1730160096019714;0.210871542675576;1
1068;90;37922;12;1.3727972182013723;0.1738016933198739;0.2113461941411754;1
1069;110;37918;13;1.3727972182013723;0.1948070624676751;0.2113461941411754;1
1070;87;37918;11;1.406664640989311;0.1946550742293391;0.2127695480094236;1
1071;110;37922;14;1.3727972182013723;0.1965979416217876;0.2130268000486308;1
1072;90;38075;12;1.4097254082819457;0.1756304060086483;0.214009425450284;1
1073;90;37920;23;1.4097254082819457;0.1495384170332407;0.2168803789226374;1
1074;90;37921;18;1.4097254082819457;0.151922085548138;0.2169174564124412;1
1075;110;38075;11;1.3727972182013723;0.1314150939800399;0.2097877579327136;1
1076;110;37757;15;1.5772937642716398;0.092114373564058;0.2097231651163101;1
1077;90;38078;18;1.5772937642716398;0.0739438409628482;0.2090311580874255;1
1078;90;38077;16;1.839244939417904;0.0547524706474666;0.2089854604657503;1
1079;90;37757;17;1.839244939417904;0.0723369413373347;0.2087395487268243;1
1080;87;38078;24;1.879402948887937;0.053749925054263;0.2134224031982896;1
1081;145;37762;16;1.6135080427463502;0.0541355915718108;0.2133351536652158;1
1082;90;38083;7;1.6135080427463502;0.0349230757727265;0.2169891573472955;1
1083;90;37921;11;1.6135080427463502;0.0344373882480125;0.2178694229178294;1
1084;145;37926;13;1.369667659043833;0.0392280238295807;0.2183978934806582;1
1085;90;38079;15;1.3727972182013723;0.0379245386424592;0.2182225852709536;1
1086;145;37921;12;1.1512499595135448;0.0384658813184;0.21920248185121;1
1087;110;37921;18;1.1188212393674657;0.0576081263300915;0.2188064706954574;1
1088;145;37926;17;0.944077010515752;0.076102813892989;0.2176034155184377;1
1089;90;37759;15;0.9744259864517544;0.0750239629462331;0.216272917771756;1
1090;90;37917;14;0.9744259864517544;0.0760041445944896;0.2164540490876304;1
1091;87;38077;15;0.9744259864517544;0.0759442987856269;0.2149268423001449;1
1092;90;37926;15;0.9744259864517544;0.0749504818218389;0.2139894233431633;1
1093;110;37918;15;0.944077010515752;0.0751127373624185;0.2139894233431633;1
1094;110;37920;25;0.9174513519611464;0.0756064731351768;0.2200595213383102;1
1095;145;37918;13;0.7284989761959029;0.0754450544726705;0.2202236322374881;1
1096;90;37921;10;0.7311320308471357;0.0751181659845214;0.2215521608674212;1
1097;90;37763;14;0.7337821569897707;0.0951359251518186;0.2215521608674212;1
1098;90;38242;18;0.7603375718236531;0.1327271591574363;0.2203407676462173;1
1099;90;37921;12;0.9523622475617052;0.133104461518134;0.2213190660158563;1
1100;90;37758;16;0.9523622475617052;0.1516054917160736;0.2211123818914441;1
1101;145;38237;17;0.7877433832303603;0.1993506883774683;0.2212179806533709;1
1102;90;37923;15;0.7877433832303603;0.2029786664515369;0.2211459692786455;1
1103;90;37757;14;0.7877433832303603;0.2208195001536897;0.2212409256101652;1
1104;145;38085;15;0.6331275153475707;0.2060411191324133;0.2212409256101652;1
1105;110;38080;18;0.6097968928833172;0.1797695390947603;0.2206216554243994;1
1106;90;37756;14;0.6121941848991896;0.1982251928003144;0.2207972637992152;1
1107;90;37758;9;0.6121941848991896;0.1977468154342664;0.2238521280629304;1
1108;110;37920;22;0.5873908141762004;0.1977468154342664;0.2258376256717252;1
1109;110;38077;12;0.7391337805015251;0.1978177883480619;0.2260508480885608;1
1110;87;37919;11;0.7364493937691209;0.1976653118603609;0.2275382636487472;1
1111;87;37921;13;0.7337821569897707;0.1973579420558478;0.2275382636487472;1
1112;90;38079;11;0.7337821569897707;0.1772025091005079;0.2259642101360786;1
1113;90;37917;15;0.7337821569897707;0.178500003191477;0.2254955889779471;1
1114;110;37920;14;0.7080674158533725;0.1990253202710064;0.2251905343589483;1
1115;87;38077;13;0.7311320308471357;0.1773379963198679;0.2241599564301729;1
1116;87;37919;15;0.755170421361283;0.1789877807603569;0.2241880176093548;1
1117;90;37915;12;0.7577454522340149;0.1797421829829118;0.2246336672311966;1
1118;110;37923;14;0.7311320308471357;0.1792789926932166;0.2247101285510025;1
1119;90;38079;14;0.7311320308471357;0.1792428983926552;0.2244062083423103;1
1120;90;37920;15;0.7311320308471357;0.1829003114188106;0.2229016027445415;1
1121;90;37924;22;0.7337821569897707;0.2031335120538085;0.2246550660317608;1
1122;90;38078;18;0.7337821569897707;0.2031335120538085;0.2248911640302834;1
1123;145;37923;22;0.7337821569897707;0.2071309146062903;0.2274451657048347;1
1124;110;37763;18;0.7080674158533725;0.2052966283847448;0.2270870403443295;1
1125;90;37921;13;0.7337821569897707;0.2263253868340361;0.2229978693352287;1
1126;90;38081;15;0.7603375718236531;0.2053176135299885;0.2225109806994741;1
1127;90;37758;17;0.7603375718236531;0.2026055162443344;0.2218800784900961;1
1128;87;37915;13;0.9495816747952656;0.204815541153706;0.2218800784900961;1
1129;90;38079;14;0.9495816747952656;0.1516781773767354;0.2211123818914441;1
1130;87;37921;12;0.9468199450831692;0.1533392214208277;0.2166963436684708;1
1131;145;37918;16;0.2312915496391567;0.1542975601360961;0.2164807119747299;1
1132;90;37914;13;0.2312915496391567;0.1150252390819665;0.2170165626632731;1
1133;90;38083;15;0.2312915496391567;0.0972019637311758;0.2168387983784578;1
1134;90;37916;14;0.2312915496391567;0.1057740302006647;0.2170509893204022;1
1135;87;37756;9;0.2312915496391567;0.0870586853955793;0.2202236322374881;1
1136;87;38079;18;0.2312915496391567;0.0706516902979489;0.2182582317153417;1
1137;90;38080;17;0.2329562521558061;0.0703995890966376;0.2167483604719111;1
1138;90;37756;11;0.2329562521558061;0.0687915533134498;0.2178207895740476;1
1139;90;38080;15;0.2329562521558061;0.0491069219021766;0.2176386241749618;1
1140;110;37916;21;0.2033579952233149;0.0642814140641518;0.2162320208107795;1
1141;90;37762;10;0.3600537123658163;0.0575416567726129;0.2185868657937563;1
1142;90;37763;16;0.3925070373534939;0.0531868362651051;0.2184954287189677;1
1143;90;37914;18;0.3925070373534939;0.070829222291777;0.2155093981102465;1
1144;90;37916;14;0.4259137993426722;0.0715038384001631;0.21543791114612;1
1145;87;37914;9;0.4259137993426722;0.0747478843909133;0.2186347543283237;1
1146;90;37943;10;0.4259137993426722;0.0897755671176737;0.2202679282092244;1
1147;90;38061;26;0.4259137993426722;0.0893300593289223;0.2268150434106335;1
1148;90;37920;17;0.4259137993426722;0.0910649732214565;0.2268945807694804;1
1149;110;37759;13;0.3925070373534939;0.1069483333456159;0.2239938057644807;1
1150;87;38242;16;0.5622647516989392;0.179338795701166;0.2238997511464946;1
1151;87;37922;12;0.7451303354758664;0.1809392048525887;0.2245553407724578;1
1152;186;37763;18;1.5933977301035462;0.1982561919324455;0.2245553407724578;1
1153;145;38079;20;1.3558274366772791;0.1785584501764173;0.224772071382127;1
1154;145;38078;15;1.1369952858116426;0.158563591922751;0.2242687069945022;1
1155;90;37753;10;1.1400536488289932;0.1544518262922861;0.2249994476839027;1
1156;90;38081;17;1.143132427682659;0.1348728783973915;0.2244058610110361;1
1157;145;38081;9;0.940669657949775;0.1348728783973915;0.2252721717744694;1
1158;90;37764;11;0.940669657949775;0.1352532372360088;0.2258627392204084;1
1159;145;38083;11;0.7560286607857775;0.1158205441007002;0.2258627392204084;1
1160;90;38079;15;0.7560286607857775;0.0961594609417121;0.224315349269593;1
1161;90;37761;12;0.7560286607857775;0.0967066485879556;0.2253157081015715;1
1162;90;38080;16;0.7808962959950776;0.078072671658858;0.225090943505476;1
1163;182;38085;13;1.1950310565655031;0.0781659078267834;0.225537079780465;1
1164;90;37763;14;1.2200108800543945;0.0986489735803745;0.2257150312681643;1
1165;90;37919;14;1.2458159196268157;0.0991738753898572;0.2255943731920603;1
1166;90;38083;14;1.2458159196268157;0.079593451792876;0.2255943731920603;1
1167;90;37921;12;1.2458159196268157;0.0986824249509116;0.22645501708842;1
1168;110;37919;10;1.4325702593390297;0.1020399744930202;0.2286699170606566;1
1169;87;37919;14;1.4293099022332978;0.1022018312683861;0.2286699170606566;1
1170;145;38081;19;1.4293099022332978;0.0825273143162851;0.2290506995029652;1
1171;90;37913;13;1.6588940911786425;0.0841259692333156;0.229439190655906;1
1172;145;37921;23;1.4293099022332978;0.1035372621450036;0.2330104025339185;1
1173;90;38084;19;1.6588940911786425;0.0839304612247845;0.2336976733083939;1
1174;90;37923;16;1.9076386150074536;0.0842590859228325;0.233374831494999;1
1175;87;37759;10;2.173868196907722;0.1036551565036221;0.2350860708648869;1
1176;87;38239;12;2.463594256999486;0.1364712888117897;0.2359225626203301;1
1177;87;37920;12;2.7797854217064977;0.1567455346505411;0.2367394484433823;1
1178;145;37761;18;2.459447170987026;0.1569334520699509;0.2370499848742051;1
1179;90;37922;15;2.459447170987026;0.1555408316462949;0.2370499848742051;1
1180;90;38244;15;2.459447170987026;0.2055974217198728;0.2370499848742051;1
1181;90;37765;15;2.459447170987026;0.205972080386586;0.2367394484433823;1
1182;90;37761;16;2.7797854217064977;0.2064647341101089;0.2355021941369596;1
1183;90;38241;21;2.7797854217064977;0.2472916006480902;0.2358899773575722;1
1184;87;37758;17;2.775363792684101;0.2466407284671266;0.2329356271683974;1
1185;90;37761;10;3.1259275390775603;0.2473769359495637;0.2351566164178318;1
1186;90;38235;14;3.1259275390775603;0.2791637388579967;0.2353238567263105;1
1187;90;37757;13;3.1259275390775603;0.2792701273933489;0.2358208688624669;1
1188;90;37921;15;3.1259275390775603;0.2792701273933489;0.2355084937065694;1
1189;110;38245;17;3.454341638212507;0.3118066254528703;0.2355843461615132;1
1190;110;37755;16;3.399070190150281;0.3103745373122253;0.2353891022144002;1
1191;110;37915;17;3.3454010053307988;0.3100755772562139;0.235457123877299;1
1192;90;38079;13;3.3454010053307988;0.2776723524589258;0.235457123877299;1
1193;90;37920;14;3.399070190150281;0.2773853456437686;0.2355539258895395;1
1194;90;37920;13;3.4044185330438146;0.2784172283259069;0.2333599085458226;1
1195;110;38073;17;3.3563399144647943;0.2787923724987887;0.2327169520525621;1
1196;87;37918;21;3.3563399144647943;0.2798107283400889;0.2341651932869808;1
1197;87;37757;18;3.3508512016227674;0.2793958624245855;0.233014448377988;1
1198;90;38247;19;3.4044185330438146;0.2920460109253183;0.2336794640137613;1
1199;87;37761;16;3.399070190150281;0.2932687714168463;0.2335822297009758;1
